Data Structure,Number of Nodes,Density,User Time,Add Time,GetNext Time,Update Time
Binary Heap,5000,0.01,21.2351,4.2159,0.5069,16.1368
Bucket Queue,5000,0.01,1.9557,0.1235,0.0050,0.5890
LL Priority Queue,5000,0.01,11.1898,0.1457,0.0026,9.8299
Priority Queue,5000,0.01,3.2609,0.0043,0.3260,1.3712
Binary Heap,5000,0.01,31.6679,4.1880,1.5815,24.6484
Bucket Queue,5000,0.01,3.7353,0.0698,0.0134,0.6497
LL Priority Queue,5000,0.01,14.3346,0.0127,0.0063,11.3378
Priority Queue,5000,0.01,4.6890,0.0031,0.5041,1.5040
Binary Heap,5000,0.01,39.3684,4.2227,3.3801,28.5153
Bucket Queue,5000,0.01,6.7702,0.0100,0.0272,0.6637
LL Priority Queue,5000,0.01,17.4882,0.0114,0.0124,11.5489
Priority Queue,5000,0.01,8.3377,0.1265,0.7281,1.5270
Binary Heap,5000,0.01,42.9547,4.2107,4.2890,28.4528
Bucket Queue,5000,0.01,6.5808,0.1204,0.0280,0.6563
LL Priority Queue,5000,0.01,17.2965,0.0117,0.0114,11.5518
Priority Queue,5000,0.01,8.0533,0.0026,0.7147,1.5004
Binary Heap,5000,0.01,42.7941,4.2520,4.2677,28.4526
Bucket Queue,5000,0.01,6.4466,0.0554,0.0272,0.6376
LL Priority Queue,5000,0.01,17.2830,0.0113,0.0112,11.5595
Priority Queue,5000,0.01,7.7780,0.0024,0.7139,1.4717
Binary Heap,5000,0.01,42.8982,4.2447,4.2796,28.5942
Bucket Queue,5000,0.01,4.1123,0.2316,0.0154,0.6460
LL Priority Queue,5000,0.01,14.2034,0.0110,0.0064,11.0441
Priority Queue,5000,0.01,5.5550,0.0035,0.5981,1.5223
Binary Heap,5000,0.01,38.3173,4.2718,3.1568,27.9673
Bucket Queue,5000,0.01,1.1540,0.1083,0.0017,0.5907
LL Priority Queue,5000,0.01,7.2300,0.0116,0.0009,6.7685
Priority Queue,5000,0.01,1.5333,0.0039,0.1090,0.9845
Binary Heap,5000,0.01,23.8173,4.2214,0.6931,18.3843
Bucket Queue,5000,0.01,2.7131,0.0383,0.0077,0.6014
LL Priority Queue,5000,0.01,12.9666,0.1367,0.0044,10.7808
Priority Queue,5000,0.01,3.5533,0.0029,0.3589,1.3812
Binary Heap,5000,0.01,36.2364,4.2253,2.5709,27.1917
Bucket Queue,5000,0.01,6.1275,0.1229,0.0251,0.6724
LL Priority Queue,5000,0.01,16.8223,0.0098,0.0105,11.5647
Priority Queue,5000,0.01,7.2444,0.0030,0.7084,1.5231
Binary Heap,5000,0.01,42.4542,4.2408,4.2172,28.7672
Bucket Queue,5000,0.01,1.6757,0.0869,0.0041,0.6003
LL Priority Queue,5000,0.01,10.1170,0.0116,0.0020,9.1488
Priority Queue,5000,0.01,2.4143,0.0032,0.2137,1.2489
Binary Heap,5000,0.01,29.4533,4.3526,1.2136,22.9318
Bucket Queue,5000,0.01,5.5530,0.0088,0.0202,0.6751
LL Priority Queue,5000,0.01,16.7073,0.0115,0.0103,11.7353
Priority Queue,5000,0.01,7.4067,0.0027,0.7161,1.5671
Binary Heap,5000,0.01,41.9911,4.2502,4.1590,28.6035
Bucket Queue,5000,0.01,3.9273,0.1232,0.0132,0.6616
LL Priority Queue,5000,0.01,14.5809,0.0106,0.0068,11.4872
Priority Queue,5000,0.01,5.5984,0.0041,0.6019,1.5813
Binary Heap,5000,0.01,39.7719,4.2900,3.4472,28.7175
Bucket Queue,5000,0.01,6.9493,0.2009,0.0272,0.6941
LL Priority Queue,5000,0.01,17.6587,0.0109,0.0121,11.6656
Priority Queue,5000,0.01,8.3466,0.0023,0.7367,1.5091
Binary Heap,5000,0.01,43.4579,4.2725,4.3202,28.7929
Bucket Queue,5000,0.01,3.7849,0.1270,0.0146,0.6393
LL Priority Queue,5000,0.01,14.1745,0.0118,0.0064,11.2183
Priority Queue,5000,0.01,4.4214,0.0035,0.4707,1.5042
Binary Heap,5000,0.01,37.7092,4.2960,2.9120,27.8891
Bucket Queue,5000,0.01,5.8875,0.1225,0.0234,0.6498
LL Priority Queue,5000,0.01,16.7246,0.1296,0.0101,11.5997
